chr	start	end	mean_NO
663	KN811310.1	1429821	1429822	0
664	KN811310.1	1437624	1437625	0.123333333333333
665	KN811310.1	1575860	1575861	0.24
666	KN811310.1	1600509	1600510	0.00333333333333333
667	KN811310.1	1601354	1601355	0
668	KN811310.1	1601388	1601389	0
669	KN811310.1	1601429	1601430	0.333333333333333
670	KN811310.1	1601445	1601446	0
671	KN811310.1	1601486	1601487	0
672	KN811310.1	1601530	1601531	0.00333333333333333
673	KN811310.1	1601626	1601627	0
674	KN811310.1	1601728	1601729	0.0133333333333333
675	KN811310.1	1601797	1601798	0
676	KN811310.1	1601900	1601901	0.02
677	KN811310.1	1616302	1616303	0.0666666666666667
678	KN811310.1	1616557	1616558	0
679	KN811310.1	1616642	1616643	0
680	KN811310.1	1616862	1616863	0
681	KN811310.1	1631155	1631156	0
682	KN811310.1	1646503	1646504	0
683	KN811310.1	1646536	1646537	0
684	KN811310.1	1646588	1646589	0
685	KN811310.1	1648304	1648305	0
686	KN811310.1	1675125	1675126	0.913333333333333
687	KN811310.1	1719485	1719486	0.896666666666667
688	KN811310.1	1719615	1719616	0.946666666666667
689	KN811310.1	1719660	1719661	0.376666666666667
690	KN811310.1	1740558	1740559	0
691	KN811310.1	1740575	1740576	0.00333333333333333
692	KN811310.1	1740604	1740605	0
693	KN811310.1	1740622	1740623	0
694	KN811310.1	1740652	1740653	0.00333333333333333
695	KN811310.1	1743794	1743795	0.416666666666667
696	KN811310.1	1743961	1743962	0.963333333333333
697	KN811310.1	1759627	1759628	0.666666666666667
698	KN811310.1	1759637	1759638	0.6
699	KN811310.1	1759649	1759650	0.833333333333333
700	KN811310.1	1856809	1856810	0.89
701	KN811310.1	1858500	1858501	0.556666666666667
702	KN811310.1	1995911	1995912	0.663333333333333
703	KN811310.1	2104218	2104219	0.436666666666667
704	KN811310.1	2104471	2104472	0.246666666666667
705	KN811310.1	2290545	2290546	0.00333333333333333
706	KN811310.1	2290554	2290555	0
707	KN811310.1	2290610	2290611	0
708	KN811310.1	2305107	2305108	0
709	KN811310.1	2350294	2350295	0.0533333333333333
710	KN811310.1	2350602	2350603	0.0833333333333333
711	KN811310.1	2490242	2490243	0.95
712	KN811310.1	2523387	2523388	0
713	KN811310.1	2523931	2523932	0.00666666666666667
714	KN811310.1	2553906	2553907	0.13
715	KN811310.1	2559193	2559194	0.0433333333333333
716	KN811310.1	2563837	2563838	0
717	KN811310.1	2563867	2563868	0
718	KN811310.1	2568297	2568298	0.0266666666666667
719	KN811310.1	2568319	2568320	0
720	KN811310.1	2568425	2568426	0.04
721	KN811310.1	2569339	2569340	0
722	KN811310.1	2569413	2569414	0
723	KN811310.1	2570805	2570806	0
724	KN811310.1	2570882	2570883	0.0466666666666667
725	KN811310.1	2602577	2602578	0.0866666666666667
726	KN811310.1	2603058	2603059	0
727	KN811310.1	2622842	2622843	0.173333333333333
728	KN811310.1	2622853	2622854	0
729	KN811310.1	2661417	2661418	0.22
730	KN811310.1	2662163	2662164	0
731	KN811310.1	2674521	2674522	0
732	KN811310.1	2674597	2674598	0
733	KN811310.1	2725007	2725008	0.276666666666667
734	KN811310.1	2725066	2725067	0
735	KN811310.1	2726114	2726115	0.426666666666667
736	KN811310.1	2726299	2726300	0
737	KN811310.1	2726323	2726324	0
738	KN811310.1	2726346	2726347	0.0666666666666667
739	KN811310.1	2726386	2726387	0.0366666666666667
740	KN811310.1	2747381	2747382	0
741	KN811310.1	2747616	2747617	0
742	KN811310.1	2782708	2782709	0
743	KN811310.1	2783246	2783247	0
744	KN811310.1	2783291	2783292	0
745	KN811310.1	2783410	2783411	0
746	KN811310.1	2867033	2867034	0.166666666666667
747	KN811310.1	2867122	2867123	0.00333333333333333
748	KN811310.1	2897907	2897908	0
749	KN811310.1	2898066	2898067	0
750	KN811310.1	2898142	2898143	0.0133333333333333
751	KN811310.1	2898342	2898343	0
752	KN811310.1	2898396	2898397	0
753	KN811310.1	2898506	2898507	0.0433333333333333
754	KN811310.1	3040580	3040581	0
755	KN811310.1	3203385	3203386	0.916666666666667
756	KN811310.1	3205502	3205503	0
757	KN811310.1	3348444	3348445	0
758	KN811310.1	3348462	3348463	0
759	KN811310.1	3348507	3348508	0
760	KN811310.1	3348534	3348535	0
761	KN811310.1	3376803	3376804	0.576666666666667
762	KN811310.1	3377687	3377688	0.243333333333333
763	KN811310.1	3377751	3377752	0.1
764	KN811310.1	3393615	3393616	0.976666666666667
765	KN811310.1	3578551	3578552	0.266666666666667
766	KN811310.1	3621951	3621952	0.673333333333333
767	KN811310.1	3685041	3685042	0.00333333333333333
768	KN811310.1	3698762	3698763	0
769	KN811310.1	3706635	3706636	0
770	KN811310.1	3712153	3712154	0
771	KN811310.1	3712233	3712234	0
772	KN811310.1	3712260	3712261	0
773	KN811310.1	3712466	3712467	0.0433333333333333
774	KN811310.1	3712575	3712576	0
775	KN811310.1	3712590	3712591	0.0566666666666667
776	KN811310.1	3712605	3712606	0
777	KN811310.1	3712611	3712612	0.00666666666666667
778	KN811310.1	3712670	3712671	0
779	KN811310.1	3712706	3712707	0
780	KN811310.1	3712734	3712735	0
781	KN811310.1	3904720	3904721	0.0866666666666667
782	KN811310.1	3922304	3922305	0
783	KN811310.1	3965327	3965328	0.563333333333333
784	KN811310.1	4056016	4056017	0.553333333333333
785	KN811310.1	4056053	4056054	0.916666666666667
786	KN811310.1	4184333	4184334	0.00666666666666667
787	KN811310.1	4184688	4184689	0
788	KN811310.1	4258171	4258172	0
789	KN811310.1	4258211	4258212	0
790	KN811310.1	4277513	4277514	0
791	KN811310.1	4277589	4277590	0.00333333333333333
792	KN811310.1	4440626	4440627	0.746666666666667
793	KN811310.1	4493005	4493006	0.0666666666666667
794	KN811310.1	4503509	4503510	0.233333333333333
795	KN811310.1	4503546	4503547	0
796	KN811310.1	4503562	4503563	0.04
797	KN811310.1	4631230	4631231	0.666666666666667
798	KN811310.1	4645104	4645105	0.403333333333333
799	KN811310.1	4656194	4656195	0.32
800	KN811310.1	4656235	4656236	0.09
801	KN811310.1	4707671	4707672	0.116666666666667
802	KN811310.1	4707689	4707690	0
803	KN811310.1	4707800	4707801	0.06
804	KN811310.1	4748307	4748308	0.106666666666667
805	KN811310.1	4753631	4753632	0
806	KN811310.1	4753685	4753686	0
807	KN811310.1	4753807	4753808	0.05
808	KN811310.1	4753836	4753837	0
809	KN811310.1	4754245	4754246	0
810	KN811310.1	4802538	4802539	0
811	KN811310.1	4802684	4802685	0
812	KN811310.1	4824115	4824116	0.243333333333333
813	KN811310.1	4919359	4919360	0.473333333333333
814	KN811310.1	4921504	4921505	0.67
815	KN811310.1	4921985	4921986	0.18
816	KN811310.1	4926473	4926474	0
817	KN811310.1	4947895	4947896	0
818	KN811310.1	5039224	5039225	0
819	KN811310.1	5039257	5039258	0.186666666666667
820	KN811310.1	5039283	5039284	0.00333333333333333
821	KN811310.1	5039295	5039296	0.00333333333333333
822	KN811310.1	5039423	5039424	0
823	KN811310.1	5039512	5039513	0
824	KN811310.1	5173932	5173933	0.00666666666666667
825	KN811310.1	5173954	5173955	0
826	KN811310.1	5174004	5174005	0
827	KN811310.1	5174029	5174030	0
828	KN811310.1	5174078	5174079	0
829	KN811310.1	5192542	5192543	0.643333333333333
830	KN811340.1	26237	26238	0
831	KN811340.1	26258	26259	0
832	KN811340.1	26366	26367	0
833	KN811340.1	136477	136478	0
834	KN811340.1	257665	257666	0.623333333333333
835	KN811340.1	284587	284588	0.37
836	KN811340.1	284612	284613	0.66
837	KN811340.1	347183	347184	0
838	KN811340.1	353638	353639	0.48
839	KN811340.1	354012	354013	0.94
840	KN811340.1	354063	354064	0.926666666666667
841	KN811340.1	359266	359267	0.863333333333333
842	KN811340.1	472753	472754	0.826666666666667
843	KN811340.1	521447	521448	0.0366666666666667
844	KN811340.1	650994	650995	0.126666666666667
845	KN811340.1	797964	797965	0.00333333333333333
846	KN811340.1	798008	798009	0.00333333333333333
847	KN811340.1	798030	798031	0
848	KN811340.1	889817	889818	0.00333333333333333
849	KN811340.1	889848	889849	0
850	KN811340.1	889864	889865	0.323333333333333
851	KN811340.1	889904	889905	0
852	KN811340.1	889946	889947	0.0766666666666667
853	KN811340.1	890442	890443	0
854	KN811340.1	890545	890546	0.0333333333333333
855	KN811340.1	960331	960332	0
856	KN811340.1	960353	960354	0
857	KN811340.1	963183	963184	0
858	KN811340.1	1020363	1020364	0.41
859	KN811340.1	1115004	1115005	0
860	KN811340.1	1115131	1115132	0
861	KN811340.1	1115208	1115209	0
862	KN811340.1	1128208	1128209	0.486666666666667
863	KN811340.1	1212010	1212011	0
864	KN811340.1	1212146	1212147	0
865	KN811340.1	1305347	1305348	0.293333333333333
866	KN811340.1	1350498	1350499	0
867	KN811340.1	1350513	1350514	0
868	KN811340.1	1350690	1350691	0
869	KN811340.1	1350705	1350706	0
870	KN811340.1	1350735	1350736	0.00333333333333333
871	KN811340.1	1377286	1377287	0.68
872	KN811340.1	1415991	1415992	0.0466666666666667
873	KN811340.1	1416494	1416495	0.666666666666667
874	KN811340.1	1567447	1567448	0.826666666666667
875	KN811340.1	1567566	1567567	0.49
876	KN811340.1	1615259	1615260	0.906666666666667
877	KN811340.1	1848103	1848104	0.933333333333333
878	KN811340.1	1886407	1886408	0
879	KN811340.1	1906090	1906091	0.393333333333333
880	KN811340.1	1917898	1917899	0.736666666666667
881	KN811340.1	1928927	1928928	0
882	KN811340.1	1928948	1928949	0.06
883	KN811340.1	1929088	1929089	0.00333333333333333
884	KN811340.1	1929167	1929168	0
885	KN811340.1	1980035	1980036	0.08
886	KN811340.1	2022114	2022115	0.76
887	KN811340.1	2057749	2057750	0.85
888	KN811340.1	2057990	2057991	0.886666666666667
889	KN811340.1	2177857	2177858	0.676666666666667
890	KN811340.1	2219123	2219124	0.35
891	KN811340.1	2355372	2355373	0.99
892	KN811340.1	2562986	2562987	0.386666666666667
893	KN811340.1	2595197	2595198	0
894	KN811340.1	2595214	2595215	0
895	KN811340.1	2595225	2595226	0
896	KN811340.1	2595277	2595278	0
897	KN811340.1	2628686	2628687	0.326666666666667
898	KN811340.1	2719707	2719708	0
899	KN811340.1	2719836	2719837	0
900	KN811340.1	2734129	2734130	0.823333333333333
901	KN811340.1	2734172	2734173	0.866666666666667
902	KN811340.1	2734296	2734297	0.94
903	KN811340.1	2734391	2734392	0.876666666666667
904	KN811340.1	2862512	2862513	0.0533333333333333
905	KN811340.1	2862533	2862534	0
906	KN811340.1	2862547	2862548	0
907	KN811340.1	2862559	2862560	0
908	KN811340.1	2862574	2862575	0
909	KN811340.1	2862594	2862595	0
910	KN811340.1	2862610	2862611	0
911	KN811340.1	2862864	2862865	0
912	KN811340.1	2862884	2862885	0
913	KN811340.1	2862892	2862893	0
914	KN811340.1	2863485	2863486	0.0866666666666667
915	KN811340.1	2869094	2869095	0.926666666666667
916	KN811340.1	2878303	2878304	0.613333333333333
917	KN811340.1	2878863	2878864	0.4
918	KN811340.1	2916254	2916255	0
919	KN811340.1	2916284	2916285	0
920	KN811340.1	2916466	2916467	0
921	KN811340.1	2916657	2916658	0
922	KN811340.1	2916711	2916712	0
923	KN811340.1	2916755	2916756	0
924	KN811340.1	2916932	2916933	0
925	KN811340.1	2917079	2917080	0
926	KN811340.1	2917104	2917105	0.0633333333333333
927	KN811340.1	2917233	2917234	0.466666666666667
928	KN811340.1	3006550	3006551	0
929	KN811340.1	3025312	3025313	0.0366666666666667
930	KN811340.1	3060577	3060578	0
931	KN811340.1	3060590	3060591	0
932	KN811340.1	3060649	3060650	0.08
933	KN811340.1	3060822	3060823	0
934	KN811340.1	3060920	3060921	0
935	KN811340.1	3088742	3088743	0.0433333333333333
936	KN811340.1	3098504	3098505	0.836666666666667
937	KN811340.1	3165911	3165912	0.11
938	KN811340.1	3199097	3199098	0.636666666666667
939	KN811340.1	3199128	3199129	0.673333333333333
940	KN811340.1	3199168	3199169	0.566666666666667
941	KN811340.1	3199794	3199795	0.85
942	KN811340.1	3221790	3221791	0.103333333333333
943	KN811340.1	3222536	3222537	0.0866666666666667
944	KN811340.1	3222579	3222580	0.0866666666666667
945	KN811340.1	3234226	3234227	0.343333333333333
946	KN811340.1	3234247	3234248	0.806666666666667
947	KN811340.1	3238595	3238596	0
948	KN811340.1	3270568	3270569	1
949	KN811340.1	3291265	3291266	0
950	KN811340.1	3291302	3291303	0
951	KN811340.1	3291365	3291366	0
952	KN811340.1	3291388	3291389	0.0166666666666667
953	KN811340.1	3291443	3291444	0
954	KN811340.1	3308900	3308901	0.59
955	KN811340.1	3309945	3309946	0.03
956	KN811340.1	3383692	3383693	0.01
957	KN811340.1	3383794	3383795	0
958	KN811340.1	3383824	3383825	0
959	KN811340.1	3383882	3383883	0.11
960	KN811340.1	3411943	3411944	0
961	KN811340.1	3411969	3411970	0
962	KN811340.1	3412133	3412134	0
963	KN811340.1	3412393	3412394	0
964	KN811340.1	3412439	3412440	0
965	KN811340.1	3412445	3412446	0
966	KN811340.1	3412470	3412471	0
967	KN811340.1	3412508	3412509	0.05
968	KN811340.1	3468416	3468417	0.17
969	KN811340.1	3468435	3468436	0.0733333333333333
970	KN811340.1	3468858	3468859	0
971	KN811340.1	3468926	3468927	0
972	KN811340.1	3468965	3468966	0
973	KN811340.1	3469043	3469044	0.00666666666666667
974	KN811340.1	3469067	3469068	0
975	KN811340.1	3469248	3469249	0
976	KN811340.1	3490307	3490308	0.00333333333333333
977	KN811340.1	3490345	3490346	0
978	KN811340.1	3490394	3490395	0
979	KN811340.1	3490423	3490424	0
980	KN811340.1	3490454	3490455	0.00333333333333333
981	KN811340.1	3490543	3490544	0.04
982	KN811340.1	3490594	3490595	0
983	KN811340.1	3490624	3490625	0
984	KN811340.1	3490687	3490688	0
985	KN811340.1	3490879	3490880	0.0133333333333333
986	KN811340.1	3569666	3569667	0.01
987	KN811340.1	3569827	3569828	0.0666666666666667
988	KN811340.1	3569865	3569866	0
989	KN811340.1	3569885	3569886	0
990	KN811340.1	3570054	3570055	0.0766666666666667
991	KN811340.1	3570069	3570070	0
992	KN811340.1	3570373	3570374	0.00666666666666667
993	KN811340.1	3644876	3644877	0.0266666666666667
994	KN811340.1	3644908	3644909	0.0833333333333333
995	KN811340.1	3648600	3648601	0
996	KN811340.1	3648818	3648819	0.00333333333333333
997	KN811340.1	3737510	3737511	0
998	KN811340.1	3737611	3737612	0
999	KN811340.1	3737637	3737638	0
1000	KN811340.1	3737699	3737700	0.00333333333333333
1001	KN811340.1	3738303	3738304	0.00333333333333333
1002	KN811340.1	3762680	3762681	0
1003	KN811340.1	3762841	3762842	0
1004	KN811340.1	3893317	3893318	0
1005	KN811340.1	3893433	3893434	0.163333333333333
1006	KN811340.1	3934448	3934449	0.416666666666667
1007	KN811340.1	3946412	3946413	0.453333333333333
1008	KN811340.1	3951150	3951151	0.93
1009	KN811340.1	3964309	3964310	0.103333333333333
1010	KN811340.1	4112216	4112217	0
1011	KN811340.1	4112370	4112371	0
1012	KN811340.1	4112473	4112474	0
1013	KN811340.1	4112516	4112517	0
1014	KN811340.1	4112640	4112641	0
1015	KN811340.1	4112661	4112662	0.0266666666666667
1016	KN811340.1	4112695	4112696	0
1017	KN811340.1	4112736	4112737	0
1018	KN811340.1	4131774	4131775	0
1019	KN811340.1	4131842	4131843	0
1020	KN811340.1	4131876	4131877	0
1021	KN811340.1	4132002	4132003	0
1022	KN811340.1	4170925	4170926	1
1023	KN811340.1	4190510	4190511	0.646666666666667
1024	KN811340.1	4200746	4200747	0.603333333333333
1025	KN811340.1	4210287	4210288	0
1026	KN811340.1	4210299	4210300	0
1027	KN811340.1	4210417	4210418	0.00333333333333333
1028	KN811340.1	4210504	4210505	0
1029	KN811340.1	4210546	4210547	0
1030	KN811340.1	4217407	4217408	0.00333333333333333
1031	KN811340.1	4224771	4224772	0.88
1032	KN811340.1	4259971	4259972	0
1033	KN811340.1	4260237	4260238	0.00333333333333333
1034	KN811340.1	4271769	4271770	0
1035	KN811340.1	4271867	4271868	0
1036	KN811340.1	4271888	4271889	0.00333333333333333
1037	KN811340.1	4271983	4271984	0.00333333333333333
1038	KN811340.1	4271999	4272000	0
1039	KN811340.1	4281627	4281628	0
1040	KN811340.1	4281727	4281728	0
1041	KN811340.1	4287524	4287525	0
1042	KN811340.1	4293574	4293575	0.0333333333333333
1043	KN811340.1	4406382	4406383	0.633333333333333
1044	KN811340.1	4495567	4495568	0.666666666666667
1045	KN811340.1	4497588	4497589	0
1046	KN811340.1	4497695	4497696	0
1047	KN811340.1	4575896	4575897	0
1048	KN811340.1	4576016	4576017	0
1049	KN811340.1	4576143	4576144	0
1050	KN811340.1	4576342	4576343	0
1051	KN811340.1	4576392	4576393	0
1052	KN811340.1	4576428	4576429	0
1053	KN811340.1	4576472	4576473	0
1054	KN811340.1	4589218	4589219	0.01
1055	KN811340.1	4589240	4589241	0
1056	KN811340.1	4589244	4589245	0
1057	KN811340.1	4589270	4589271	0.00333333333333333
1058	KN811340.1	4589278	4589279	0.00333333333333333
1059	KN811340.1	4589746	4589747	0
1060	KN811340.1	4589816	4589817	0.00666666666666667
1061	KN811340.1	4589995	4589996	0
1062	KN811340.1	4616627	4616628	0.673333333333333
1063	KN811340.1	4686490	4686491	0.526666666666667
1064	KN811340.1	4771691	4771692	0
1065	KN811340.1	4771724	4771725	0
1066	KN811340.1	4785922	4785923	0.03
1067	KN811340.1	4785934	4785935	0.0466666666666667
1068	KN811340.1	4785951	4785952	0
1069	KN811340.1	4785955	4785956	0.0833333333333333
1070	KN811340.1	4799621	4799622	0.17
1071	KN811340.1	4804122	4804123	0.103333333333333
1072	KN811340.1	4876441	4876442	0.113333333333333
1073	KN811340.1	4876520	4876521	0.333333333333333
1074	KN811340.1	4876539	4876540	0.0666666666666667
1075	KN811340.1	4876560	4876561	0
1076	KN811340.1	4876597	4876598	0
1077	KN811340.1	4876722	4876723	0.0866666666666667
1078	KN811340.1	4884364	4884365	0.666666666666667
1079	KN811340.1	4900082	4900083	1
1080	KN811340.1	4900167	4900168	0.706666666666667
1081	KN811340.1	4901214	4901215	0.67
1082	KN811340.1	4964148	4964149	0.09
