chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN805880.1	113562	1.00	1.00	0.90	0.77	0.98	0.87	1.00
KN805880.1	113570	0.77	0.99	0.94	0.74	0.44	0.92	0.59
KN805880.1	129242	0.95	0.90	1.00	0.73	0.94	0.96	1.00
KN805880.1	129251	0.80	0.49	1.00	0.94	0.26	0.85	1.00
KN805880.1	129253	1.00	0.93	0.92	1.00	1.00	0.30	1.00
KN805880.1	129259	1.00	0.78	0.92	1.00	0.83	0.96	1.00
KN805880.1	129261	0.85	0.83	1.00	0.81	1.00	0.96	1.00
KN805880.1	129264	0.85	0.88	1.00	1.00	0.94	1.00	1.00
KN805880.1	129283	1.00	0.95	1.00	0.94	1.00	1.00	1.00
KN805888.1	335313	0.66	0.79	0.89	0.74	0.97	0.28	0.29
KN805888.1	335325	0.94	0.83	0.94	0.62	0.99	0.69	1.00
KN805889.1	359713	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805892.1	60632	0.49	0.97	0.24	0.96	0.96	1.00	1.00
KN805892.1	60658	0.12	0.94	0.24	1.00	0.95	1.00	0.94
KN805892.1	60669	0.86	0.92	0.23	1.00	0.95	0.48	0.94
KN805892.1	91729	0.17	0.82	0.29	0.80	0.93	0.67	0.58
KN805893.1	137560	0.58	0.63	0.27	1.00	0.78	0.77	1.00
KN805893.1	327778	0.68	0.81	0.94	0.60	0.65	0.78	1.00
KN805894.1	5690	0.12	0.60	0.92	0.18	0.53	0.48	0.83
KN805894.1	224869	0.45	0.35	0.36	0.31	0.21	0.28	0.39
KN805897.1	94541	0.85	0.80	0.92	0.87	0.78	0.91	0.72
KN805900.1	274041	0.59	0.43	0.65	0.68	0.47	0.31	0.62
KN805902.1	2035	0.93	0.87	0.99	0.81	0.68	0.89	0.86
KN805902.1	94689	0.93	0.87	0.78	0.80	0.97	0.48	0.93
KN805906.1	187575	0.36	0.79	0.92	0.92	0.90	0.82	1.00
KN805906.1	286635	0.76	0.93	0.84	0.12	0.79	0.63	0.72
KN805908.1	287930	0.57	1.00	0.59	1.00	0.85	1.00	1.00
KN805908.1	287936	0.67	1.00	0.64	1.00	1.00	0.94	1.00
KN805909.1	23053	1.00	1.00	0.41	0.96	0.97	0.96	1.00
KN805910.1	3443	0.71	0.88	0.80	0.73	0.91	0.90	0.73
KN805910.1	3448	0.79	0.88	0.80	0.75	1.00	0.91	0.86
KN805910.1	3450	0.94	0.92	0.50	0.73	0.91	0.91	0.91
KN805910.1	3482	0.75	0.71	0.80	0.69	0.81	0.55	0.50
KN805910.1	309004	1.00	0.98	0.97	1.00	1.00	0.16	1.00
KN805910.1	309010	0.86	0.71	0.88	0.26	1.00	0.16	0.67
KN805914.1	65938	0.95	1.00	0.81	0.90	0.91	0.76	0.94
KN805914.1	65945	0.90	0.93	0.88	0.90	0.89	0.76	0.95
KN805914.1	65969	0.91	0.96	0.87	0.80	0.78	0.82	0.95
KN805914.1	65981	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805916.1	24478	1.00	0.87	1.00	0.97	0.95	0.95	1.00
KN805916.1	24487	0.73	0.67	1.00	0.97	0.50	0.63	1.00
KN805916.1	24489	1.00	0.90	0.97	1.00	1.00	0.84	1.00
KN805916.1	24495	1.00	0.70	0.97	1.00	0.70	0.95	1.00
KN805916.1	24497	1.00	0.77	1.00	0.92	0.95	0.95	1.00
KN805916.1	24500	0.83	0.83	0.96	0.97	0.93	0.79	1.00
KN805916.1	24519	1.00	0.93	0.91	0.41	1.00	0.82	1.00
KN805916.1	40432	0.88	0.86	1.00	1.00	0.95	1.00	0.90
KN805916.1	40440	0.90	0.95	1.00	0.97	0.99	0.92	0.91
KN805916.1	46885	0.67	0.92	0.72	0.31	0.91	0.60	0.97
KN805916.1	310286	0.65	0.44	0.48	0.28	0.51	0.20	0.50
KN805917.1	118154	0.18	0.37	0.47	0.70	0.50	0.23	0.73
KN805918.1	37096	0.88	0.75	0.81	1.00	0.92	1.00	0.88
KN805918.1	37108	0.73	0.85	0.92	0.98	0.93	1.00	0.85
KN805918.1	37114	0.88	0.88	0.92	0.92	0.94	1.00	0.96
KN805918.1	37122	0.94	0.89	0.85	0.92	0.94	1.00	0.96
KN805918.1	105180	0.17	0.14	0.67	0.19	0.20	0.29	0.16
KN805922.1	216281	0.67	0.80	0.88	0.58	0.65	0.78	1.00
KN805922.1	269380	0.59	0.88	0.92	0.98	0.93	0.98	1.00
KN805933.1	208252	1.00	0.86	1.00	0.95	0.95	0.98	1.00
KN805933.1	208261	0.68	0.66	1.00	0.97	0.50	0.89	1.00
KN805933.1	208263	1.00	0.90	0.92	1.00	1.00	0.95	1.00
KN805933.1	208269	1.00	0.69	0.92	1.00	0.70	0.98	1.00
KN805933.1	208271	1.00	0.76	1.00	0.90	0.95	0.98	1.00
KN805933.1	208274	0.88	0.83	0.97	1.00	0.90	0.95	1.00
KN805933.1	208293	1.00	0.93	1.00	0.37	1.00	1.00	1.00
KN805935.1	146343	0.69	0.54	0.97	0.94	1.00	0.58	0.95
KN805935.1	156781	0.43	0.88	0.97	0.97	0.95	0.80	0.88
KN805935.1	156787	0.41	0.80	0.82	0.78	0.74	0.60	0.71
KN805935.1	156808	0.82	0.78	0.96	0.81	0.77	0.88	0.76
KN805935.1	156928	0.95	0.71	0.92	0.93	0.76	0.83	0.97
KN805935.1	156948	0.86	0.75	0.97	0.89	0.95	1.00	0.97
KN805935.1	156958	0.90	0.79	0.95	0.89	0.86	0.94	0.91
KN805939.1	104140	1.00	0.61	1.00	1.00	0.95	1.00	0.98
KN805940.1	84623	0.75	1.00	0.85	0.93	0.92	0.86	1.00
KN805940.1	84630	1.00	1.00	0.77	0.97	0.95	0.53	0.20
KN805940.1	188782	0.66	0.72	0.57	0.40	0.88	0.52	0.48
KN805940.1	188798	0.75	0.90	1.00	0.47	0.93	0.45	0.43
KN805940.1	188827	0.68	0.81	0.98	0.50	0.66	0.57	1.00
KN805941.1	324843	1.00	0.96	0.97	1.00	1.00	0.16	1.00
KN805941.1	324849	0.90	0.56	0.87	0.26	0.93	0.16	1.00
KN805942.1	10765	1.00	0.92	1.00	1.00	1.00	0.92	1.00
KN805942.1	10795	0.26	0.95	1.00	0.19	0.64	0.92	1.00
KN805945.1	62236	0.84	0.96	0.92	0.84	0.95	0.91	0.77
KN805946.1	243878	0.82	0.89	0.74	0.84	0.71	0.94	0.95
KN805946.1	243883	0.75	0.77	0.79	0.73	0.68	0.94	0.95
KN805946.1	243889	0.84	0.83	0.73	0.74	0.71	0.94	0.84
KN805947.1	115082	0.82	0.92	0.85	0.82	0.91	0.78	0.94
KN805947.1	115129	0.85	0.58	0.55	0.65	0.62	0.40	0.56
KN805949.1	79823	0.96	0.67	0.76	0.90	0.92	0.23	0.91
KN805949.1	180076	0.36	0.56	0.76	0.26	0.86	0.45	0.67
KN805953.1	253556	0.18	0.67	0.90	0.57	0.85	0.40	0.73
KN805954.1	39420	0.36	0.58	0.37	0.48	0.85	0.67	0.28
KN805955.1	45757	1.00	0.93	1.00	0.34	1.00	1.00	1.00
KN805955.1	45776	0.88	0.83	0.97	1.00	0.91	0.70	1.00
KN805955.1	45779	1.00	0.80	1.00	0.93	0.95	0.98	1.00
KN805955.1	45781	1.00	0.67	0.89	1.00	0.77	0.98	1.00
KN805955.1	45787	1.00	0.90	0.89	1.00	1.00	0.94	1.00
KN805955.1	45789	0.68	0.63	1.00	0.97	0.41	0.87	1.00
KN805955.1	45798	1.00	0.90	1.00	0.95	0.90	0.98	1.00
KN805957.1	184192	0.75	0.42	0.50	0.75	0.95	0.32	0.73
KN805957.1	184217	0.11	0.23	0.24	0.76	0.62	0.58	0.50
KN805961.1	8948	0.95	0.34	0.25	0.60	0.32	0.88	0.84
KN805961.1	8980	0.77	0.94	0.29	0.84	0.20	0.57	0.86
KN805961.1	8987	0.92	0.94	0.29	0.84	0.22	0.61	1.00
KN805961.1	8993	1.00	0.97	0.96	0.82	0.57	0.61	0.81
KN805962.1	112986	0.67	0.61	0.60	0.61	0.73	0.50	0.61
KN805964.1	58434	0.64	0.35	0.89	0.82	0.79	0.62	0.53
KN805965.1	97867	0.82	0.67	0.75	1.00	0.96	0.99	1.00
KN805965.1	98902	0.73	0.82	0.96	0.96	0.98	0.98	1.00
KN805971.1	67796	0.93	0.74	0.47	0.96	0.96	0.85	1.00
KN805971.1	67816	1.00	0.95	0.69	0.89	0.99	0.80	0.86
KN805972.1	23221	0.92	0.91	0.97	0.96	0.83	0.90	0.86
KN805973.1	2110	0.66	0.55	0.69	0.82	0.73	0.56	0.95
KN805973.1	49890	0.65	0.88	0.50	0.42	0.53	0.70	0.57
KN805973.1	213550	0.15	0.90	0.60	0.72	0.19	0.20	0.21
KN805973.1	268431	0.92	0.85	0.85	0.94	0.85	0.79	0.95
KN805973.1	268451	0.88	0.93	0.88	0.94	0.53	0.93	0.95
KN805976.1	253762	0.69	0.72	0.57	0.44	0.88	0.52	0.52
KN805976.1	253778	0.75	0.90	1.00	0.42	0.93	0.46	0.48
KN805976.1	253807	0.71	0.81	0.98	0.50	0.67	0.57	1.00
KN805976.1	254743	0.54	0.77	0.47	0.68	0.38	0.67	0.10
KN805977.1	138013	0.89	0.67	0.82	0.90	0.62	0.88	0.60
KN805977.1	138029	0.98	0.92	0.91	0.93	0.79	1.00	1.00
KN805977.1	138051	0.90	0.87	0.88	0.85	0.63	0.88	1.00
KN805977.1	174844	1.00	0.86	0.50	0.95	0.98	0.98	1.00
KN805977.1	174853	0.76	0.66	1.00	0.97	0.81	0.89	1.00
KN805977.1	174855	1.00	0.90	0.95	1.00	1.00	0.95	1.00
KN805977.1	174861	1.00	0.69	0.95	1.00	0.89	0.98	1.00
KN805977.1	174863	1.00	0.76	1.00	0.90	0.98	0.98	1.00
KN805977.1	174866	0.79	0.83	0.94	0.99	0.93	0.76	1.00
KN805977.1	174885	1.00	0.93	0.91	0.41	1.00	0.82	1.00
KN805979.1	43678	1.00	0.72	0.90	0.72	0.95	0.56	0.67
KN805979.1	168947	0.69	0.72	0.58	0.45	0.88	0.48	0.48
KN805979.1	168963	0.76	0.90	1.00	0.53	0.93	0.48	0.43
KN805979.1	168992	0.71	0.81	0.98	0.43	0.67	0.59	1.00
KN805981.1	185923	1.00	0.85	0.87	0.58	0.73	1.00	1.00
KN805986.1	23366	0.97	0.88	1.00	0.92	0.96	0.95	1.00
KN805986.1	23374	0.90	0.92	1.00	0.93	0.94	0.96	0.93
KN805986.1	23383	0.79	0.84	0.84	0.95	0.95	0.88	0.62
KN805986.1	110850	0.47	0.59	0.94	0.98	0.43	0.85	0.55
KN805986.1	198092	0.57	0.84	0.28	0.75	0.61	0.83	1.00
KN805987.1	158953	0.84	0.95	0.88	0.82	0.95	0.91	0.78
KN805989.1	60162	0.89	1.00	0.97	0.93	1.00	1.00	1.00
KN805989.1	60168	0.89	0.97	0.86	0.90	0.96	1.00	0.69
KN805989.1	60173	0.89	0.92	0.97	0.90	0.94	0.96	1.00
KN805989.1	60206	0.74	0.95	0.74	0.73	0.84	0.96	0.85
KN805989.1	108957	0.94	0.83	0.62	0.79	0.45	0.71	0.63
KN805989.1	108964	1.00	0.81	0.56	0.69	0.61	0.76	0.40
KN805989.1	108970	0.21	0.78	0.62	0.67	0.52	0.71	0.63
KN805989.1	108984	0.93	0.63	0.42	0.57	0.48	0.32	0.87
KN805992.1	108338	0.66	0.84	0.60	0.91	0.69	0.58	0.60
KN805993.1	704446	0.94	0.64	0.68	0.77	0.64	0.60	0.18
KN805993.1	704452	1.00	0.85	0.99	1.00	0.74	1.00	1.00
KN805993.1	1180451	1.00	0.96	0.72	0.92	1.00	0.78	0.64
KN805993.1	1180460	0.81	0.96	0.96	0.83	0.93	0.72	0.75
KN805993.1	2881610	1.00	0.97	0.98	0.67	0.97	0.73	0.91
KN805993.1	2881616	1.00	0.91	0.94	0.90	0.95	0.82	0.94
KN805993.1	2881621	0.96	0.91	0.96	0.90	0.96	0.91	0.91
KN805993.1	2881623	0.92	0.91	0.90	0.90	0.88	0.91	0.84
KN805993.1	2881655	0.58	0.76	0.90	0.76	0.84	0.64	0.91
KN805993.1	3359974	0.68	0.75	0.96	0.58	0.65	0.78	1.00
KN805994.1	50846	0.81	0.68	0.68	0.89	0.93	0.64	0.89
KN805994.1	51022	0.97	0.93	0.81	0.92	0.96	0.97	1.00
KN805994.1	51042	0.98	0.93	0.81	0.77	0.93	0.94	1.00
KN805994.1	51052	0.88	0.79	0.80	0.83	0.97	0.75	1.00
KN805994.1	51337	0.18	0.55	0.67	0.85	0.80	0.97	0.95
KN805994.1	51364	0.68	1.00	1.00	0.43	0.70	0.14	1.00
KN805994.1	57913	0.96	0.81	0.56	0.75	0.94	1.00	0.97
KN805994.1	57927	0.19	0.89	0.56	0.75	0.70	1.00	0.66
KN805994.1	57933	1.00	0.88	0.50	0.77	0.82	1.00	0.41
KN805994.1	57940	0.92	0.95	0.62	0.84	0.61	1.00	0.66
KN805994.1	77298	0.67	0.47	0.87	1.00	0.15	0.31	0.82
KN805994.1	1798434	1.00	1.00	0.50	1.00	0.79	0.92	1.00
KN805994.1	1798436	1.00	1.00	0.64	0.70	0.77	0.92	1.00
KN805994.1	1798492	0.98	0.83	0.38	0.40	0.51	0.20	1.00
KN805994.1	2172607	0.92	0.99	0.79	0.79	0.97	0.80	0.73
KN805994.1	2172613	0.98	0.94	0.71	0.92	0.94	0.79	0.90
KN805994.1	2172618	0.96	0.98	0.79	0.92	0.90	0.79	0.83
KN805994.1	2172620	0.94	0.91	0.74	0.92	0.81	0.71	0.85
KN805994.1	2172652	0.92	0.75	0.63	0.92	0.70	0.57	0.59
KN805994.1	2346771	0.58	0.73	0.56	0.84	0.82	0.16	0.73
KN805994.1	3304446	0.15	1.00	1.00	1.00	1.00	0.44	1.00
KN805994.1	3304451	1.00	1.00	0.94	0.98	1.00	1.00	1.00
KN805994.1	3439227	0.19	0.59	0.47	0.86	0.84	0.87	0.67
KN805994.1	3439233	1.00	0.92	0.89	0.87	0.88	1.00	0.42
KN805994.1	3457053	0.19	0.59	0.47	0.85	0.85	0.87	0.67
KN805994.1	3457059	1.00	0.92	0.89	0.86	0.90	1.00	0.42
KN805994.1	3517002	1.00	0.57	0.89	0.49	1.00	0.85	0.98
KN805994.1	3517021	0.91	0.47	0.89	0.99	0.93	0.66	0.98
KN805994.1	3517024	1.00	0.45	1.00	0.93	0.95	0.95	1.00
KN805994.1	3517026	1.00	0.42	0.89	1.00	0.77	0.95	1.00
KN805994.1	3517032	1.00	0.55	0.89	1.00	1.00	0.85	1.00
KN805994.1	3517034	0.88	0.40	1.00	0.97	0.41	0.60	0.98
KN805994.1	3517043	1.00	0.55	1.00	0.94	0.90	0.95	1.00
KN805996.1	234383	1.00	0.99	0.98	1.00	0.77	1.00	0.96
KN805996.1	234767	1.00	0.81	0.93	1.00	0.98	0.87	1.00
KN805998.1	135006	0.83	0.89	0.79	0.74	0.84	0.68	0.81
KN805998.1	135047	0.92	0.34	0.95	0.95	0.93	0.54	0.93
KN805998.1	135055	0.89	0.58	0.98	0.89	0.86	0.44	1.00
KN805999.1	16789	0.75	0.46	0.91	0.86	0.92	0.86	1.00
KN805999.1	69721	1.00	0.93	0.80	0.28	0.84	0.95	0.25
KN806000.1	95538	0.90	0.73	0.91	0.79	0.95	0.62	0.65
KN806000.1	95542	0.65	0.45	0.88	0.79	0.84	0.67	0.69
KN806000.1	95549	0.85	0.50	0.86	0.79	0.89	0.69	0.66
KN806000.1	95573	0.69	0.18	0.28	0.33	0.50	0.48	0.72
KN806006.1	38791	1.00	0.86	1.00	0.95	0.95	0.98	1.00
KN806006.1	38800	0.68	0.66	1.00	0.97	0.52	0.89	1.00
KN806006.1	38802	1.00	0.90	0.92	1.00	1.00	0.95	1.00
KN806006.1	38808	1.00	0.69	0.92	1.00	0.71	0.98	1.00
KN806006.1	38810	1.00	0.76	1.00	0.90	0.95	0.98	1.00
KN806006.1	38813	0.88	0.83	0.97	1.00	0.91	0.95	1.00
KN806006.1	38832	1.00	0.93	1.00	0.37	1.00	1.00	1.00
KN806006.1	92507	0.80	0.23	0.82	0.64	0.24	0.72	1.00
KN806006.1	166949	1.00	0.93	0.88	0.48	0.98	0.85	1.00
KN806006.1	166968	0.82	0.83	0.88	0.99	0.97	0.65	1.00
KN806006.1	166971	1.00	0.80	1.00	0.93	1.00	0.95	1.00
KN806006.1	166973	1.00	0.67	1.00	1.00	0.77	0.95	1.00
KN806006.1	166979	1.00	0.90	1.00	1.00	1.00	0.84	1.00
KN806006.1	166981	0.71	0.63	1.00	0.97	0.41	0.63	1.00
KN806006.1	166990	0.94	0.90	1.00	0.96	0.86	0.95	1.00
KN806011.1	12683	0.89	0.94	0.75	0.90	0.84	0.84	1.00
KN806011.1	12688	0.93	0.90	0.89	0.91	0.81	0.96	0.88
KN806011.1	12690	0.87	0.86	0.91	0.91	0.77	0.79	0.94
KN806011.1	12722	0.93	0.92	0.56	0.78	0.97	0.77	0.93
KN806012.1	131862	0.44	0.31	0.72	0.74	0.62	0.75	0.91
KN806014.1	46252	0.74	0.80	1.00	0.94	1.00	0.18	1.00
KN806015.1	189681	0.93	0.80	0.46	0.89	0.99	0.12	0.89
KN806015.1	247573	1.00	0.83	1.00	1.00	0.88	1.00	1.00
KN806015.1	247751	0.89	0.62	0.86	0.73	0.65	0.90	0.80
KN806015.1	247759	0.94	0.56	0.93	0.91	0.85	1.00	1.00
KN806015.1	247777	0.43	0.80	0.69	0.76	0.89	0.52	0.90
KN806015.1	247801	0.91	0.91	0.99	0.93	0.53	0.45	1.00
KN806015.1	247808	0.91	0.73	0.95	0.86	0.96	0.82	0.90
KN806019.1	23701	0.46	0.76	0.97	0.78	0.73	1.00	1.00
KN806019.1	23709	1.00	0.18	0.93	0.60	0.72	0.45	0.83
KN806019.1	23759	1.00	0.74	1.00	1.00	0.10	1.00	0.67
KN806019.1	133233	0.83	0.90	0.90	0.97	0.89	0.92	0.96
KN806019.1	210069	0.97	0.68	0.99	0.96	0.93	0.95	0.68
KN806021.1	55020	0.67	0.80	0.94	0.60	0.65	0.78	1.00
KN806022.1	187612	1.00	0.86	1.00	0.95	0.95	0.98	1.00
KN806022.1	187621	0.68	0.66	1.00	0.97	0.50	0.89	1.00
KN806022.1	187623	1.00	0.90	0.92	1.00	1.00	0.95	1.00
KN806022.1	187629	1.00	0.69	0.92	1.00	0.70	0.98	1.00
KN806022.1	187631	1.00	0.76	1.00	0.90	0.95	0.98	1.00
KN806022.1	187634	0.88	0.83	0.97	1.00	0.90	0.95	1.00
KN806022.1	187653	1.00	0.93	1.00	0.37	1.00	1.00	1.00
KN806023.1	140958	0.88	1.00	0.39	1.00	0.94	1.00	0.70
KN806023.1	140967	0.88	0.97	0.37	0.97	0.96	1.00	1.00
KN806023.1	140975	0.48	0.71	0.21	0.44	0.75	0.57	0.43
KN806023.1	141124	0.85	0.78	0.89	0.45	0.85	0.95	0.96
KN806023.1	141281	0.98	0.89	1.00	0.73	0.80	0.95	0.94
KN806023.1	276744	0.78	0.64	0.34	0.83	0.82	0.75	0.47
KN806023.1	276774	0.77	0.86	0.88	0.94	0.97	0.88	0.89
KN806024.1	139969	0.88	0.89	0.97	0.92	0.95	0.83	1.00
KN806024.1	139972	0.82	0.91	0.97	0.88	0.68	0.74	0.90
KN806024.1	139985	0.88	0.93	0.97	0.88	0.86	0.87	0.90
KN806024.1	140007	0.29	0.71	0.59	0.68	0.32	0.65	0.75
KN806024.1	176001	0.10	0.44	0.55	0.33	0.40	0.70	0.71
KN806025.1	205314	0.84	0.79	0.93	0.57	0.91	0.97	0.88
KN806025.1	205345	0.96	0.79	0.86	0.57	0.97	1.00	0.76
KN806030.1	60239	0.92	0.62	0.83	0.45	0.97	0.67	0.95
KN806030.1	112263	0.92	0.88	0.65	0.58	0.86	0.27	0.62
KN806031.1	17708	0.84	0.74	0.74	0.74	0.72	0.56	0.87
KN806031.1	17723	0.79	0.46	0.74	0.65	0.55	0.38	0.55
KN806031.1	47438	0.50	0.10	0.60	0.83	0.51	0.17	0.53
KN806031.1	47451	0.71	0.30	0.68	1.00	0.75	0.45	0.53
KN806031.1	47453	0.30	0.20	0.25	0.90	0.63	0.41	0.67
KN806031.1	47467	0.62	0.47	0.72	1.00	0.83	0.50	0.68
KN806031.1	222857	0.94	0.64	0.81	0.77	0.89	0.65	0.88
KN806031.1	222870	0.94	0.69	0.78	0.92	0.78	0.75	0.87
KN806031.1	222885	0.97	0.63	0.84	0.81	0.81	0.60	0.44
KN806031.1	246087	0.82	0.40	0.64	0.89	0.76	0.67	0.45
KN806037.1	143567	0.90	0.81	0.98	1.00	0.98	1.00	1.00
KN806041.1	213669	0.90	0.78	0.99	1.00	0.98	1.00	1.00
KN806046.1	85300	0.92	0.71	0.89	0.83	0.92	0.67	0.74
KN806054.1	119047	0.85	0.55	0.92	1.00	1.00	0.93	1.00
KN806055.1	77248	0.83	0.97	0.95	1.00	0.90	0.90	1.00
KN806055.1	77255	0.76	0.97	0.91	0.92	0.89	0.78	0.95
KN806055.1	88896	0.96	0.58	0.88	0.65	0.92	0.79	0.83
KN806055.1	141815	1.00	1.00	0.94	0.90	0.97	0.93	0.90
KN806055.1	141821	0.90	0.93	0.94	0.80	0.76	0.86	0.93
KN806055.1	141826	1.00	0.93	0.75	0.95	0.76	0.87	0.82
KN806055.1	141828	1.00	0.93	0.81	0.75	0.79	0.79	0.97
KN806056.1	1297	0.68	0.75	0.94	0.60	0.65	0.78	1.00
KN806058.1	44285	0.91	0.92	0.88	0.90	0.76	0.63	0.63
KN806058.1	44317	1.00	0.59	0.86	1.00	0.51	1.00	0.95
KN806058.1	44319	1.00	1.00	0.85	1.00	0.76	1.00	1.00
KN806058.1	44324	0.86	0.83	0.66	0.95	0.61	0.95	0.84
KN806058.1	44330	1.00	1.00	1.00	1.00	1.00	1.00	0.89
KN806058.1	105331	1.00	0.61	0.15	0.86	0.54	1.00	0.91
KN806058.1	105353	1.00	0.97	1.00	1.00	0.56	1.00	1.00
KN806058.1	105355	1.00	0.91	0.48	0.89	0.16	1.00	1.00
KN806058.1	105361	1.00	0.91	0.18	0.92	0.56	1.00	1.00
KN806058.1	105363	0.89	0.94	0.46	0.86	0.54	1.00	1.00
KN806059.1	88694	0.48	0.50	0.86	0.80	0.81	0.89	0.46
KN806065.1	178474	0.47	0.65	0.32	0.83	0.97	0.50	0.47
KN806065.1	178504	0.48	0.86	0.87	0.94	0.97	0.76	0.89
KN806069.1	144090	0.83	0.91	0.56	0.54	0.82	0.46	1.00
KN806069.1	144642	1.00	0.87	0.81	0.92	0.91	1.00	0.81
KN806069.1	144648	0.98	1.00	0.62	1.00	0.96	0.94	1.00
KN806073.1	15408	1.00	1.00	0.94	1.00	0.97	1.00	1.00
KN806073.1	197547	1.00	1.00	0.89	1.00	1.00	1.00	1.00
KN806073.1	197559	1.00	1.00	0.88	1.00	1.00	0.60	1.00
KN806073.1	224610	0.63	0.29	0.89	0.88	0.94	1.00	0.71
KN806074.1	10805	0.83	0.48	0.75	0.75	0.55	0.80	0.60
KN806076.1	62297	0.90	0.88	0.94	0.69	0.80	0.48	0.40
KN806076.1	191772	0.97	0.30	1.00	1.00	0.97	0.98	1.00
KN806076.1	191775	1.00	0.95	1.00	1.00	0.50	0.91	1.00
KN806076.1	191790	1.00	0.63	0.93	1.00	1.00	1.00	1.00
KN806076.1	191817	0.93	0.94	1.00	0.79	0.97	1.00	1.00
KN806078.1	1057	0.86	0.62	0.94	1.00	0.91	0.93	0.86
KN806078.1	1088	0.94	0.98	0.57	0.97	0.93	1.00	0.88
KN806078.1	97146	0.79	0.72	0.57	0.38	0.88	0.52	0.54
KN806078.1	97162	0.83	0.90	1.00	0.46	0.93	0.45	0.46
KN806078.1	97191	0.75	0.81	0.98	0.50	0.66	0.57	1.00
KN806080.1	160010	0.11	0.33	0.23	0.33	0.24	0.36	0.46
KN806093.1	58468	0.52	0.77	0.87	0.97	0.96	0.75	0.90
KN806093.1	58498	0.62	0.28	0.41	0.43	0.94	0.50	0.64
KN806097.1	168738	0.62	0.61	0.60	0.51	0.63	0.61	0.61
KN806101.1	12	0.90	0.65	0.96	0.96	0.99	0.98	1.00
KN806101.1	25	0.90	0.52	0.72	1.00	0.99	0.88	1.00
KN806101.1	31	1.00	1.00	1.00	0.96	1.00	0.98	1.00
KN806101.1	57	0.90	0.81	1.00	0.96	1.00	0.98	1.00
KN806101.1	106002	0.52	0.66	0.16	0.40	0.86	0.60	0.45
KN806105.1	174465	0.92	0.87	0.90	0.81	0.88	0.75	0.87
KN806105.1	174470	0.88	0.90	0.95	0.84	0.97	0.81	0.98
KN806105.1	174472	0.93	0.73	0.81	0.84	0.91	0.81	0.82
KN806105.1	174504	0.63	0.98	0.82	0.81	0.82	0.94	0.86
KN806106.1	165247	0.80	0.71	1.00	1.00	0.94	0.11	0.18
KN806108.1	64681	0.25	0.73	0.18	0.18	0.27	0.62	0.14
KN806119.1	35535	0.34	0.78	0.26	0.90	0.42	0.66	0.92
KN806119.1	75463	1.00	1.00	0.98	1.00	0.87	0.47	1.00
KN806119.1	75481	0.92	1.00	0.25	0.98	0.98	1.00	0.98
KN806125.1	90391	1.00	1.00	0.10	1.00	1.00	1.00	1.00
KN806125.1	129555	0.62	0.91	0.86	0.78	0.61	0.82	0.11
KN806125.1	129587	0.79	0.95	0.79	0.79	0.68	0.82	0.13
KN806125.1	129589	0.89	0.91	0.94	0.91	0.53	0.82	1.00
KN806126.1	45002	1.00	1.00	0.79	0.62	0.90	1.00	1.00
KN806127.1	63315	0.80	0.94	0.95	0.90	0.92	1.00	0.89
KN806128.1	30357	0.90	0.88	0.98	1.00	0.93	1.00	1.00
KN806129.1	1744	0.55	0.60	1.00	0.59	0.45	0.93	0.14
KN806135.1	7611	0.75	0.77	0.94	0.96	1.00	1.00	1.00
KN806135.1	7622	1.00	0.99	0.91	0.73	1.00	0.97	1.00
KN806135.1	7635	1.00	0.99	0.94	0.96	0.96	1.00	1.00
KN806135.1	133376	0.94	0.84	1.00	0.94	0.89	0.95	1.00
KN806135.1	133385	0.76	0.82	1.00	0.97	0.44	0.63	1.00
KN806135.1	133387	1.00	0.95	0.92	1.00	1.00	0.84	1.00
KN806135.1	133393	1.00	0.84	0.92	1.00	0.72	0.95	1.00
KN806135.1	133395	1.00	0.78	1.00	0.87	1.00	0.95	1.00
KN806137.1	334	1.00	0.56	1.00	1.00	1.00	1.00	1.00
KN806137.1	96152	0.99	0.81	0.35	0.41	0.57	0.25	1.00
KN806138.1	23974	0.41	1.00	0.96	0.80	0.94	1.00	1.00
KN806138.1	66089	0.95	0.74	0.57	0.38	0.86	0.81	0.79
KN806138.1	86181	0.69	0.78	0.57	0.45	0.86	0.48	0.35
KN806138.1	86197	0.76	0.92	1.00	0.53	0.93	0.48	0.32
KN806138.1	86226	0.71	0.85	0.98	0.43	0.65	0.59	1.00
KN806138.1	140692	0.21	0.92	0.52	0.74	0.72	0.94	0.68
KN806138.1	140698	1.00	0.64	0.89	0.77	0.82	1.00	0.44
KN806143.1	120866	0.84	1.00	0.48	1.00	0.99	0.65	1.00
KN806143.1	125991	0.99	0.89	0.96	1.00	0.91	0.91	1.00
KN806143.1	126001	0.98	0.37	0.55	1.00	0.82	0.90	0.80
KN806143.1	133291	0.30	0.61	0.50	0.20	0.75	0.95	0.59
KN806144.1	117923	0.55	0.43	0.64	0.67	0.46	0.75	0.32
KN806150.1	190663	0.92	0.95	0.94	0.85	0.85	0.80	0.90
KN806150.1	190683	0.85	0.85	0.94	0.95	0.81	0.85	0.85
KN806150.1	190734	0.68	0.73	0.89	0.79	0.81	0.86	0.85
