chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
KN805525.1	6242617	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	6243170	0.55	0.00	0.00	0.00	0.00	0.01	0.01
KN805525.1	6252397	0.11	0.00	0.02	0.00	0.04	0.06	0.04
KN805525.1	6266349	0.21	0.11	0.00	0.00	0.00	0.00	0.00
KN805525.1	6266475	0.00	0.00	0.00	0.00	0.11	0.00	0.00
KN805525.1	6266488	0.46	0.00	0.00	0.00	0.11	0.00	0.00
KN805526.1	14347	0.00	0.59	0.00	0.01	0.00	0.00	0.00
KN805526.1	40283	0.01	0.04	0.06	0.07	0.04	0.14	0.00
KN805526.1	40429	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40430	0.27	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40451	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40452	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40469	0.01	0.00	0.00	0.00	0.10	0.00	0.00
KN805526.1	40470	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40602	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	40641	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	148909	0.00	0.01	0.00	0.00	0.03	0.00	0.00
KN805526.1	148914	0.01	0.01	0.00	0.00	0.05	0.00	0.00
KN805526.1	148933	0.00	0.00	0.00	0.00	0.04	0.00	0.00
KN805526.1	148935	0.00	0.00	0.00	0.00	0.03	0.01	0.00
KN805526.1	148939	0.01	0.00	0.00	0.00	0.03	0.00	0.00
KN805526.1	148957	0.00	0.22	0.00	0.22	0.06	0.18	0.00
KN805526.1	158194	0.00	0.00	0.00	0.00	0.27	0.00	0.01
KN805526.1	158207	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805526.1	158213	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	158218	0.00	0.00	0.02	0.00	0.00	0.00	0.00
KN805526.1	158227	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	158234	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	158237	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	158946	0.28	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	158959	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	158974	0.00	0.00	0.00	0.00	0.00	0.07	0.00
KN805526.1	158993	0.00	0.01	0.00	0.00	0.09	0.00	0.00
KN805526.1	399253	0.12	0.02	0.00	0.01	0.00	0.06	0.00
KN805526.1	399280	0.15	0.14	0.00	0.00	0.12	0.01	0.30
KN805526.1	399408	0.18	0.37	0.49	0.14	0.39	0.20	0.00
KN805526.1	399417	0.27	0.39	0.00	0.53	0.56	0.27	0.70
KN805526.1	399434	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	732135	0.47	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	732141	0.00	0.00	0.00	0.00	0.09	0.17	0.00
KN805526.1	732143	0.00	0.00	0.00	0.00	0.09	0.17	0.00
KN805526.1	732153	0.00	0.00	0.00	0.00	0.18	0.17	0.00
KN805526.1	732159	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	732171	0.00	0.20	0.00	0.00	0.09	0.36	0.00
KN805526.1	732174	0.00	0.01	0.00	0.00	0.01	0.00	0.00
KN805526.1	732176	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	732183	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	732273	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	732294	0.00	0.61	0.00	0.00	0.00	0.00	0.00
KN805526.1	734403	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	734487	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	734502	0.00	0.00	0.00	0.03	0.00	0.00	0.00
KN805526.1	734754	0.12	0.12	0.04	0.03	0.13	0.01	0.19
KN805526.1	734759	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	734796	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	734799	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	735072	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	735078	0.00	0.02	0.00	0.00	0.00	0.00	0.00
KN805526.1	735106	0.00	0.00	0.01	0.27	0.01	0.00	0.00
KN805526.1	735636	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	735653	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	735660	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	735673	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805526.1	735675	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	744648	0.17	0.00	0.00	0.10	0.00	0.13	0.00
KN805526.1	744656	0.17	0.65	0.00	0.16	0.00	0.33	0.00
KN805526.1	744708	0.27	0.38	0.00	0.28	0.00	0.24	0.00
KN805526.1	760585	0.77	0.06	0.20	0.54	0.73	0.33	0.01
KN805526.1	1064671	0.14	0.32	0.40	0.06	0.34	0.12	0.00
KN805526.1	1085512	0.79	1.00	0.90	0.97	0.80	1.00	0.00
KN805526.1	1085531	0.73	0.96	0.71	0.92	0.50	0.90	0.00
KN805526.1	1085555	0.78	0.15	0.29	0.41	0.63	0.92	0.00
KN805526.1	1133608	0.47	0.52	0.00	0.64	0.50	0.48	0.00
KN805526.1	1332181	1.00	0.67	0.00	1.00	0.00	1.00	0.98
KN805526.1	1332203	0.00	0.50	0.00	0.60	0.96	0.30	0.97
KN805526.1	1332207	0.57	0.50	0.00	0.35	0.00	0.30	0.00
KN805526.1	1463553	0.07	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1463603	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1463608	0.00	0.27	0.00	0.24	0.02	0.00	0.00
KN805526.1	1464591	0.00	0.00	0.00	0.00	0.04	0.07	0.00
KN805526.1	1464605	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1464608	0.00	0.00	0.00	0.00	0.01	0.02	0.00
KN805526.1	1464627	0.00	0.00	0.00	0.00	0.00	0.06	0.00
KN805526.1	1464634	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1464637	0.00	0.00	0.00	0.01	0.00	0.24	0.00
KN805526.1	1502542	0.00	0.00	0.00	0.00	0.00	0.29	0.00
KN805526.1	1502549	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1502556	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1502568	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1502596	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1502614	0.00	0.00	0.00	0.00	0.00	0.00	1.00
KN805526.1	1502617	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1502634	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545256	0.00	0.50	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545260	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545295	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545297	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545386	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1545388	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1576776	0.86	0.88	1.00	0.95	0.92	0.91	1.00
KN805526.1	1576793	0.94	0.96	1.00	0.92	0.92	0.84	0.23
KN805526.1	1576798	0.79	0.99	1.00	0.96	0.88	0.95	1.00
KN805526.1	1576807	0.96	0.99	0.71	0.97	0.94	0.93	0.24
KN805526.1	1659305	0.17	0.00	0.00	0.42	0.05	0.28	0.00
KN805526.1	1739620	0.00	0.49	0.00	0.00	0.02	0.00	0.00
KN805526.1	1739635	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739636	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739645	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739646	0.00	0.15	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739667	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739706	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739707	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739728	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739729	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	1739751	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739862	0.00	0.00	0.00	0.00	0.20	0.00	0.00
KN805526.1	1739909	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739959	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	1739964	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	1739976	0.00	0.00	0.00	0.00	0.00	0.26	0.00
KN805526.1	1739978	0.00	0.00	0.00	0.00	0.00	0.00	0.52
KN805526.1	1900393	0.21	0.29	0.52	0.71	0.62	0.56	0.00
KN805526.1	1920298	0.44	0.44	0.00	0.90	0.12	0.10	0.00
KN805526.1	2079563	0.00	0.00	0.00	0.13	0.00	0.00	0.00
KN805526.1	2079626	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2079634	0.00	0.01	0.00	0.12	0.00	0.00	0.00
KN805526.1	2079647	0.00	0.08	0.00	0.00	0.15	0.00	0.00
KN805526.1	2155282	0.00	0.00	0.00	0.00	0.00	0.09	0.00
KN805526.1	2155286	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	2155306	0.00	0.00	0.00	0.00	0.00	0.27	0.00
KN805526.1	2155308	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	2155311	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN805526.1	2155317	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2155335	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN805526.1	2155349	0.00	0.00	0.00	0.14	0.11	0.23	0.00
KN805526.1	2155353	0.00	0.00	0.01	0.00	0.00	0.22	0.00
KN805526.1	2155355	0.00	0.00	0.00	0.00	0.00	0.23	0.00
KN805526.1	2155361	0.00	0.00	0.00	0.00	0.00	0.22	0.00
KN805526.1	2311556	0.99	0.14	0.58	0.40	0.74	0.88	0.00
KN805526.1	2409252	0.00	0.47	0.00	0.00	0.00	0.00	0.00
KN805526.1	2409351	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN805526.1	2409356	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2409363	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2409367	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2414939	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2415135	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805526.1	2526454	0.00	0.00	0.99	0.00	0.00	0.00	0.00
KN805526.1	2526462	0.28	0.00	0.00	0.00	0.00	0.01	0.00
KN805526.1	2526560	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2526563	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2526566	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2526575	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2526590	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2526596	0.00	0.00	0.00	0.05	0.00	0.25	0.00
KN805526.1	2639430	0.00	0.00	0.07	0.00	0.00	0.00	0.00
KN805526.1	2677242	0.00	0.00	0.00	0.00	0.16	0.00	0.00
KN805526.1	2677247	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677248	0.00	0.00	0.00	0.00	0.00	0.12	0.00
KN805526.1	2677254	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677255	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677262	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677263	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677268	0.00	0.01	0.00	0.00	0.11	0.07	0.00
KN805526.1	2677269	0.00	0.00	0.00	0.00	0.09	0.00	0.00
KN805526.1	2677277	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677280	0.00	0.10	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677286	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677299	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	2677311	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	2677333	0.40	0.00	0.00	0.26	0.00	0.22	0.00
KN805526.1	2677351	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN805526.1	2677352	0.09	0.10	0.00	0.00	0.16	0.01	0.00
KN805526.1	2677359	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677360	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677368	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677369	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN805526.1	2677389	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677390	0.00	0.00	0.01	0.00	0.23	0.00	0.00
KN805526.1	2677392	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677393	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677406	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677407	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2677422	0.13	0.00	0.00	0.24	0.00	0.00	0.00
KN805526.1	2712632	0.00	0.02	0.00	0.00	0.00	0.00	0.00
KN805526.1	2734570	0.00	0.00	0.00	0.14	0.12	0.14	0.00
KN805526.1	2736185	0.07	0.20	0.00	0.24	0.09	0.00	0.00
KN805526.1	2736199	0.02	0.00	0.00	0.00	0.00	0.08	0.00
KN805526.1	2736202	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	2736205	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2736207	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2736214	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2736216	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2736230	0.10	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2736235	0.00	0.00	0.00	0.00	0.02	0.12	0.00
KN805526.1	2766080	0.00	0.13	0.00	0.00	0.12	0.00	0.00
KN805526.1	2766103	0.00	0.00	0.00	0.00	0.00	0.09	0.00
KN805526.1	2766104	0.19	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766203	0.08	0.02	0.00	0.00	0.00	0.01	0.00
KN805526.1	2766204	0.00	0.00	0.00	0.01	0.05	0.00	0.00
KN805526.1	2766212	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766213	0.42	0.00	0.02	0.10	0.00	0.00	0.00
KN805526.1	2766514	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766521	1.00	0.00	0.00	0.00	0.16	0.00	0.00
KN805526.1	2766527	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766537	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766707	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766719	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766722	0.00	0.00	0.00	0.28	0.00	0.00	0.00
KN805526.1	2766727	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766730	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766733	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766735	0.02	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766737	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766745	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766751	0.00	0.00	0.08	0.00	0.00	0.01	0.17
KN805526.1	2766755	0.00	0.29	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766763	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766765	0.00	0.00	0.00	0.28	0.00	0.00	0.00
KN805526.1	2766773	0.00	0.00	0.00	0.00	0.00	0.00	0.55
KN805526.1	2766776	0.00	0.30	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766861	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766869	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766887	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766892	0.00	0.00	0.00	0.02	0.00	0.00	0.00
KN805526.1	2766932	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766935	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766942	0.00	0.10	0.00	0.00	0.37	0.00	0.00
KN805526.1	2766950	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766976	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2766993	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767002	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767034	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767035	0.00	0.00	0.00	0.00	0.00	0.12	0.00
KN805526.1	2767040	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767041	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767045	0.00	0.01	0.06	0.00	0.00	0.00	0.00
KN805526.1	2767046	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767054	0.15	0.00	0.01	0.00	0.00	0.00	0.08
KN805526.1	2767055	0.01	0.15	0.00	0.00	0.01	0.00	0.00
KN805526.1	2767060	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767066	0.00	0.00	0.00	0.07	0.00	0.00	0.00
KN805526.1	2767078	0.06	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767110	0.00	0.07	0.00	0.24	0.00	0.00	0.00
KN805526.1	2767118	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767128	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2767889	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN805526.1	2827805	0.07	0.00	0.00	0.15	0.00	0.00	0.00
KN805526.1	2827808	0.11	0.00	0.00	0.16	0.12	0.00	0.00
KN805526.1	2827869	0.00	0.00	0.00	0.15	0.00	0.00	0.00
KN805526.1	2922870	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	2922893	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3038435	0.00	0.08	0.00	0.00	0.00	0.00	0.00
KN805526.1	3093105	0.00	0.00	0.00	0.00	0.00	1.00	0.00
KN805526.1	3093123	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3093127	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3093345	0.00	0.00	0.00	0.00	0.03	0.00	0.00
KN805526.1	3133566	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3166060	0.07	0.11	0.85	0.02	0.03	0.20	0.02
KN805526.1	3166149	0.01	0.03	0.00	0.00	0.21	0.00	0.05
KN805526.1	3177445	0.91	0.84	0.77	0.26	0.64	0.80	0.21
KN805526.1	3177478	0.54	0.95	0.79	0.91	0.66	0.84	0.42
KN805526.1	3177484	0.90	1.00	0.91	0.85	0.84	0.94	0.83
KN805526.1	3177490	0.89	0.93	0.70	0.91	0.86	0.82	0.54
KN805526.1	3178543	1.00	1.00	1.00	0.91	1.00	0.95	1.00
KN805526.1	3178547	0.98	0.32	1.00	0.89	1.00	0.88	1.00
KN805526.1	3178548	0.93	0.92	0.87	0.92	0.95	0.76	0.97
KN805526.1	3178574	0.99	0.68	1.00	0.89	1.00	0.77	0.71
KN805526.1	3204268	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3204332	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	3204375	0.00	0.01	0.00	0.00	0.07	0.00	0.05
KN805526.1	3206529	0.01	0.00	1.00	0.52	0.42	0.26	0.48
KN805526.1	3206583	0.00	0.00	0.00	0.25	0.00	0.25	0.49
KN805526.1	3206588	0.00	0.00	0.00	0.25	0.00	0.13	0.00
KN805526.1	3206614	0.00	0.00	1.00	0.49	0.04	0.28	1.00
KN805526.1	3206618	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN805526.1	3206622	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN805526.1	3242700	0.99	1.00	1.00	0.75	0.88	0.78	1.00
KN805526.1	3242713	0.93	0.94	0.97	0.79	0.84	0.87	1.00
KN805526.1	3266887	0.49	0.11	0.93	0.55	0.18	0.37	0.98
KN805526.1	3266895	0.61	0.94	0.93	0.81	0.32	0.41	1.00
KN805526.1	3308470	0.50	0.47	0.10	0.13	0.07	0.06	0.01
KN805526.1	3308486	0.68	0.28	0.09	0.37	0.04	0.06	0.01
KN805526.1	3308720	0.81	0.92	0.98	0.81	0.76	0.60	0.00
KN805526.1	3308736	0.16	0.37	0.01	0.12	0.54	0.18	0.00
KN805526.1	3308740	0.70	0.95	1.00	0.80	0.67	0.79	0.01
KN805526.1	3308750	0.73	0.97	1.00	1.00	0.88	0.80	0.00
KN805526.1	3332564	0.00	0.22	0.00	0.18	0.00	0.00	0.00
KN805526.1	3332852	0.11	0.12	0.03	0.53	0.00	0.36	0.00
KN805526.1	3491634	0.60	0.39	0.72	0.82	0.62	0.78	0.00
KN805526.1	3641857	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3641864	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642263	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642273	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642282	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642436	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642462	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3642470	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3666008	0.07	0.00	0.00	0.08	0.03	0.12	0.00
KN805526.1	3666025	0.00	0.01	0.00	0.05	0.22	0.06	0.05
KN805526.1	3690857	0.84	0.41	1.00	0.85	0.29	0.88	1.00
KN805526.1	3690862	0.78	0.68	1.00	0.85	0.49	0.78	1.00
KN805526.1	3690897	0.68	0.74	0.00	1.00	0.84	0.92	0.00
KN805526.1	3691105	0.65	0.50	1.00	0.93	0.73	0.84	0.00
KN805526.1	3691129	0.79	0.55	1.00	0.71	1.00	0.74	1.00
KN805526.1	3691132	0.81	0.54	0.00	0.81	1.00	0.84	1.00
KN805526.1	3697151	0.00	0.00	0.00	0.00	0.32	0.01	0.00
KN805526.1	3697162	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3697186	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3697192	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3742349	0.54	0.00	0.00	0.00	0.41	0.48	0.05
KN805526.1	3808224	0.00	0.26	0.00	0.22	0.00	0.17	0.00
KN805526.1	3808268	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN805526.1	3809654	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3809656	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3809678	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3809881	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	3872213	0.70	0.00	1.00	0.61	0.75	0.64	1.00
KN805526.1	3969465	0.89	0.97	0.08	0.43	0.31	0.98	0.62
KN805526.1	3969470	0.88	0.42	0.08	0.25	0.29	0.62	0.63
KN805526.1	3991370	0.00	0.00	0.03	0.08	0.03	0.01	0.07
KN805526.1	4004680	0.97	1.00	1.00	0.93	1.00	0.98	1.00
KN805526.1	4004692	0.90	0.50	0.65	0.94	0.78	0.69	1.00
KN805526.1	4004704	0.57	0.38	0.00	0.06	0.00	0.03	0.00
KN805526.1	4014124	0.35	0.83	1.00	0.76	0.40	0.82	0.00
KN805526.1	4014129	0.69	0.83	1.00	0.80	0.40	0.54	1.00
KN805526.1	4014135	0.62	0.83	1.00	0.98	0.90	0.55	1.00
KN805526.1	4104018	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	4104024	0.00	0.42	0.00	0.00	0.00	0.46	0.00
KN805526.1	4104028	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	4104035	0.00	0.00	0.01	0.00	0.00	0.46	0.00
KN805526.1	4104046	0.00	0.00	0.00	0.00	0.00	0.46	0.00
KN805526.1	4104160	0.00	0.00	0.00	0.00	0.00	0.46	0.00
KN805526.1	4104164	0.00	0.00	1.00	0.00	0.00	0.46	0.00
KN805526.1	4104173	0.00	0.00	0.00	0.04	0.00	0.00	0.00
KN805526.1	4104189	0.18	0.00	0.00	0.00	0.19	0.34	0.01
KN805526.1	4104192	0.00	0.00	0.00	0.00	0.01	0.09	0.00
KN805526.1	4104335	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	4104338	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	4104343	0.00	0.00	0.00	0.11	0.00	0.00	0.00
KN805526.1	4104345	0.00	0.00	0.00	0.00	0.00	0.28	0.00
KN805526.1	4104350	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805526.1	4131336	0.58	0.00	0.00	0.73	0.39	0.96	0.59
KN805526.1	4131348	0.49	0.85	0.01	0.93	0.52	1.00	1.00
KN805526.1	4131353	0.66	0.85	0.01	0.73	0.80	0.85	1.00
KN805526.1	4131365	0.67	0.85	0.01	0.77	0.80	0.88	1.00
KN805526.1	4206162	0.72	1.00	1.00	0.82	0.93	1.00	1.00
KN805526.1	4206186	0.72	1.00	0.00	1.00	0.79	1.00	1.00
KN805526.1	4209305	0.04	0.00	0.07	0.11	0.08	0.06	0.12
KN805526.1	4262876	0.06	0.20	0.00	0.22	0.27	0.33	0.42
KN805526.1	4262924	0.79	0.54	0.94	1.00	0.82	0.30	1.00
KN805526.1	4296483	0.81	0.86	1.00	0.65	0.90	0.61	0.00
KN805526.1	4296491	0.99	0.27	1.00	0.74	1.00	1.00	1.00
KN805526.1	4296502	1.00	0.27	1.00	0.74	0.93	1.00	1.00
KN805526.1	4296780	0.44	0.35	0.32	0.47	0.49	0.36	1.00
KN805526.1	4356650	0.00	0.02	0.00	0.00	0.11	0.00	0.00
KN805526.1	4356879	0.00	0.00	0.00	0.00	0.00	0.00	0.07
KN805526.1	4357439	0.00	0.00	0.00	0.07	0.00	0.11	0.00
KN805526.1	4360532	0.21	0.21	0.00	0.69	0.23	0.51	0.00
KN805526.1	4360533	0.00	0.04	0.00	0.03	0.05	0.35	0.00
